instance,family,algorithm,vehicles,distance,runtime,feasible,served,customers,seed
rc1_10_6,RC1,ALNS,95,58952.4979,90.1176,True,1000,1000,2026.0
rc1_10_7,RC1,ALNS,94,60622.0086,90.2228,True,1000,1000,2026.0
rc1_10_8,RC1,ALNS,96,55799.5682,90.182,True,1000,1000,2026.0
rc1_10_9,RC1,ALNS,95,58675.7722,90.3065,True,1000,1000,2026.0
rc2_10_1,RC2,ALNS,28,43528.4749,91.6563,True,1000,1000,2026.0
rc2_10_10,RC2,ALNS,19,36474.0936,91.9735,True,1000,1000,2026.0
rc2_10_2,RC2,ALNS,24,38586.7575,92.2703,True,1000,1000,2026.0
rc2_10_3,RC2,ALNS,21,30136.6779,94.6171,True,1000,1000,2026.0
rc2_10_4,RC2,ALNS,18,25669.7165,90.2952,True,1000,1000,2026.0
rc2_10_5,RC2,ALNS,23,40456.5416,90.3296,True,1000,1000,2026.0
rc2_10_6,RC2,ALNS,23,34724.8405,90.9465,True,1000,1000,2026.0
rc2_10_7,RC2,ALNS,21,33468.6203,90.9444,True,1000,1000,2026.0
rc2_10_8,RC2,ALNS,19,38185.3051,90.3162,True,1000,1000,2026.0
rc2_10_9,RC2,ALNS,20,37931.0603,91.8943,True,1000,1000,2026.0
c1_10_1,C1,BIH,107,47296.9906,8.0648,True,1000,1000,
c1_10_10,C1,BIH,128,94419.1582,11.2349,True,1000,1000,
c1_10_2,C1,BIH,98,58203.7117,12.5977,True,1000,1000,
c1_10_3,C1,BIH,98,73352.6582,14.2358,True,1000,1000,
c1_10_4,C1,BIH,100,72041.6473,14.654,True,1000,1000,
c1_10_5,C1,BIH,115,54791.6782,10.175,True,1000,1000,
c1_10_6,C1,BIH,126,62167.7586,10.7161,True,1000,1000,
c1_10_7,C1,BIH,108,53106.562,8.8087,True,1000,1000,
c1_10_8,C1,BIH,123,69676.8374,14.1337,True,1000,1000,
c1_10_9,C1,BIH,106,63627.3254,14.5823,True,1000,1000,
c2_10_1,C2,BIH,34,21880.3855,30.2678,True,1000,1000,
c2_10_10,C2,BIH,37,38106.7591,30.8039,True,1000,1000,
c2_10_2,C2,BIH,36,48347.1156,32.1781,True,1000,1000,
c2_10_3,C2,BIH,38,54348.1797,34.0358,True,1000,1000,
c2_10_4,C2,BIH,34,33913.3766,39.2001,True,1000,1000,
c2_10_5,C2,BIH,35,24019.6104,29.3692,True,1000,1000,
c2_10_6,C2,BIH,41,52551.4508,29.0128,True,1000,1000,
c2_10_7,C2,BIH,43,47542.1481,26.7169,True,1000,1000,
c2_10_8,C2,BIH,34,33777.1108,29.6886,True,1000,1000,
c2_10_9,C2,BIH,44,53484.8933,27.3292,True,1000,1000,
r1_10_1,R1,BIH,107,84531.1617,16.0991,True,1000,1000,
r1_10_10,R1,BIH,92,90971.0621,18.576,True,1000,1000,
r1_10_2,R1,BIH,92,83100.9859,17.7071,True,1000,1000,
r1_10_3,R1,BIH,92,93988.4715,18.1995,True,1000,1000,
r1_10_4,R1,BIH,92,100274.4075,19.902,True,1000,1000,
r1_10_5,R1,BIH,98,79890.3658,17.3065,True,1000,1000,
r1_10_6,R1,BIH,92,78983.1701,18.0751,True,1000,1000,
r1_10_7,R1,BIH,92,90672.777,18.6303,True,1000,1000,
r1_10_8,R1,BIH,92,104187.1042,24.9057,True,1000,1000,
r1_10_9,R1,BIH,95,84878.8007,23.7197,True,1000,1000,
r2_10_1,R2,BIH,21,73442.5376,55.4985,True,1000,1000,
r2_10_10,R2,BIH,19,68782.3203,64.3006,True,1000,1000,
r2_10_2,R2,BIH,19,61067.5242,64.6038,True,1000,1000,
r2_10_3,R2,BIH,19,49421.878,72.9092,True,1000,1000,
r2_10_4,R2,BIH,19,44273.1796,73.7649,True,1000,1000,
r2_10_5,R2,BIH,19,69610.03,54.3099,True,1000,1000,
r2_10_6,R2,BIH,19,65076.2574,60.3577,True,1000,1000,
r2_10_7,R2,BIH,19,55333.0039,68.6847,True,1000,1000,
r2_10_8,R2,BIH,19,44200.2857,76.4356,True,1000,1000,
r2_10_9,R2,BIH,19,67314.8548,54.0461,True,1000,1000,
rc1_10_1,RC1,BIH,94,66172.1957,16.0929,True,1000,1000,
rc1_10_10,RC1,BIH,94,62265.7949,16.8689,True,1000,1000,
rc1_10_2,RC1,BIH,91,75687.8289,16.6543,True,1000,1000,
rc1_10_3,RC1,BIH,91,79750.8272,19.234,True,1000,1000,
rc1_10_4,RC1,BIH,90,87935.0901,20.3708,True,1000,1000,
rc1_10_5,RC1,BIH,94,66828.5631,16.2937,True,1000,1000,
rc1_10_6,RC1,BIH,96,65668.8699,17.308,True,1000,1000,
rc1_10_7,RC1,BIH,94,67519.2764,16.2778,True,1000,1000,
rc1_10_8,RC1,BIH,96,61733.3075,17.504,True,1000,1000,
rc1_10_9,RC1,BIH,95,63187.2963,17.2663,True,1000,1000,
rc2_10_1,RC2,BIH,28,49611.8307,38.2909,True,1000,1000,
rc2_10_10,RC2,BIH,19,40974.6063,52.0502,True,1000,1000,
rc2_10_2,RC2,BIH,24,42116.6097,47.7768,True,1000,1000,
rc2_10_3,RC2,BIH,21,31942.6503,55.4076,True,1000,1000,
rc2_10_4,RC2,BIH,18,26843.931,64.0007,True,1000,1000,
rc2_10_5,RC2,BIH,23,47878.2163,45.169,True,1000,1000,
rc2_10_6,RC2,BIH,23,38572.8781,42.5829,True,1000,1000,
rc2_10_7,RC2,BIH,21,36274.1299,45.4516,True,1000,1000,
rc2_10_8,RC2,BIH,19,38866.9314,48.5772,True,1000,1000,
rc2_10_9,RC2,BIH,20,41129.2121,48.9363,True,1000,1000,
c1_10_1,C1,ORTOOLS,102,43189.1616,91.1751,False,1000,1000,
c1_10_10,C1,ORTOOLS,96,45560.7416,90.0174,True,1000,1000,
c1_10_2,C1,ORTOOLS,104,46222.3161,90.0479,False,1000,1000,
c1_10_3,C1,ORTOOLS,96,45748.136,90.0226,True,1000,1000,
c1_10_4,C1,ORTOOLS,92,44095.8112,90.0152,False,1000,1000,
c1_10_5,C1,ORTOOLS,105,44521.4401,90.0157,False,1000,1000,
c1_10_6,C1,ORTOOLS,108,46047.2841,90.0149,False,1000,1000,
c1_10_7,C1,ORTOOLS,105,40135.6598,90.0158,False,1000,1000,
c1_10_8,C1,ORTOOLS,107,45412.8119,90.0148,False,1000,1000,
c1_10_9,C1,ORTOOLS,99,43719.2562,90.0148,False,1000,1000,
c2_10_1,C2,ORTOOLS,35,19369.2052,90.0152,False,1000,1000,
c2_10_10,C2,ORTOOLS,36,19447.2521,90.0155,False,1000,1000,
c2_10_2,C2,ORTOOLS,46,21750.9995,90.0149,True,1000,1000,
c2_10_3,C2,ORTOOLS,44,20909.8228,90.0143,False,1000,1000,
c2_10_4,C2,ORTOOLS,42,20095.6361,90.0263,True,1000,1000,
c2_10_5,C2,ORTOOLS,38,19454.8459,90.0156,False,1000,1000,
c2_10_6,C2,ORTOOLS,40,19962.7694,90.0152,False,1000,1000,
c2_10_7,C2,ORTOOLS,38,19707.1527,90.0157,False,1000,1000,
c2_10_8,C2,ORTOOLS,37,20044.2147,90.0151,True,1000,1000,
c2_10_9,C2,ORTOOLS,36,19336.3697,90.0151,True,1000,1000,
r1_10_1,R1,ORTOOLS,100,49530.0875,90.0148,False,1000,1000,
r1_10_10,R1,ORTOOLS,94,55511.3378,90.0147,False,1000,1000,
r1_10_2,R1,ORTOOLS,95,49919.9385,90.015,False,1000,1000,
r1_10_3,R1,ORTOOLS,93,46807.2494,90.0159,False,1000,1000,
r1_10_4,R1,ORTOOLS,92,47321.549,90.0155,False,1000,1000,
r1_10_5,R1,ORTOOLS,96,55741.7385,90.0149,False,1000,1000,
r1_10_6,R1,ORTOOLS,97,53400.6851,90.0151,False,1000,1000,
r1_10_7,R1,ORTOOLS,93,51041.1906,90.0159,False,1000,1000,
r1_10_8,R1,ORTOOLS,92,47887.0822,90.0143,True,1000,1000,
r1_10_9,R1,ORTOOLS,97,55344.7568,90.0148,False,1000,1000,
r2_10_1,R2,ORTOOLS,42,39568.0056,90.0161,True,1000,1000,
r2_10_10,R2,ORTOOLS,28,32090.1669,90.0171,False,1000,1000,
r2_10_2,R2,ORTOOLS,51,37227.4085,90.015,True,1000,1000,
r2_10_3,R2,ORTOOLS,43,29386.6244,90.016,False,1000,1000,
r2_10_4,R2,ORTOOLS,25,22168.4647,90.0154,True,1000,1000,
r2_10_5,R2,ORTOOLS,32,36787.896,90.0158,True,1000,1000,
r2_10_6,R2,ORTOOLS,47,35195.5979,90.184,True,1000,1000,
r2_10_7,R2,ORTOOLS,42,28823.0802,90.0159,True,1000,1000,
r2_10_8,R2,ORTOOLS,26,21442.6607,90.0159,False,1000,1000,
r2_10_9,R2,ORTOOLS,34,34317.2577,90.0157,False,1000,1000,
rc1_10_1,RC1,ORTOOLS,96,49158.4757,90.0141,False,1000,1000,
rc1_10_10,RC1,ORTOOLS,92,50211.889,90.0151,True,1000,1000,
rc1_10_2,RC1,ORTOOLS,94,50454.3657,90.015,False,1000,1000,
rc1_10_3,RC1,ORTOOLS,92,47489.7946,90.0147,False,1000,1000,
rc1_10_4,RC1,ORTOOLS,92,45565.8307,90.0146,False,1000,1000,
rc1_10_5,RC1,ORTOOLS,93,50239.3731,90.0153,False,1000,1000,
rc1_10_6,RC1,ORTOOLS,94,49580.5509,90.0148,False,1000,1000,
rc1_10_7,RC1,ORTOOLS,93,47898.7372,90.0148,False,1000,1000,
rc1_10_8,RC1,ORTOOLS,92,49854.9619,90.0145,False,1000,1000,
rc1_10_9,RC1,ORTOOLS,92,50189.9847,90.0158,False,1000,1000,
rc2_10_1,RC2,ORTOOLS,32,30111.6543,90.0153,False,1000,1000,
rc2_10_10,RC2,ORTOOLS,26,24193.3187,90.0164,False,1000,1000,
rc2_10_2,RC2,ORTOOLS,34,25281.0346,90.0204,False,1000,1000,
rc2_10_3,RC2,ORTOOLS,37,24878.4844,90.0153,False,1000,1000,
rc2_10_4,RC2,ORTOOLS,26,19791.7722,90.0164,True,1000,1000,
rc2_10_5,RC2,ORTOOLS,30,28731.975,90.0229,True,1000,1000,
rc2_10_6,RC2,ORTOOLS,29,27878.6355,90.0155,False,1000,1000,
rc2_10_7,RC2,ORTOOLS,29,26299.1449,90.0151,False,1000,1000,
rc2_10_8,RC2,ORTOOLS,26,23737.9719,90.0204,False,1000,1000,
rc2_10_9,RC2,ORTOOLS,27,23161.6172,90.0141,False,1000,1000,
c1_10_1,C1,TABU,107,46966.9294,90.3597,True,1000,1000,2026.0
c1_10_10,C1,TABU,126,71105.7698,90.3367,True,1000,1000,2026.0
c1_10_2,C1,TABU,98,56975.9329,90.3735,True,1000,1000,2026.0
c1_10_3,C1,TABU,98,62801.4818,90.0323,True,1000,1000,2026.0
c1_10_4,C1,TABU,100,61627.8878,90.3673,True,1000,1000,2026.0
c1_10_5,C1,TABU,113,52127.3899,90.3342,True,1000,1000,2026.0
c1_10_6,C1,TABU,122,54918.9234,90.162,True,1000,1000,2026.0
c1_10_7,C1,TABU,107,50715.3064,90.1217,True,1000,1000,2026.0
c1_10_8,C1,TABU,120,58535.3316,90.1682,True,1000,1000,2026.0
c1_10_9,C1,TABU,104,52211.854,90.0431,True,1000,1000,2026.0
c2_10_1,C2,TABU,34,20526.114,90.1176,True,1000,1000,2026.0
c2_10_10,C2,TABU,37,30574.0083,90.0052,True,1000,1000,2026.0
c2_10_2,C2,TABU,36,41777.2776,90.3776,True,1000,1000,2026.0
c2_10_3,C2,TABU,38,47120.6448,90.3843,True,1000,1000,2026.0
c2_10_4,C2,TABU,34,30764.6703,90.0998,True,1000,1000,2026.0
c2_10_5,C2,TABU,33,21711.6135,91.4207,True,1000,1000,2026.0
c2_10_6,C2,TABU,41,40954.7305,90.5119,True,1000,1000,2026.0
c2_10_7,C2,TABU,43,39984.3584,90.6442,True,1000,1000,2026.0
c2_10_8,C2,TABU,34,28349.3801,90.5716,True,1000,1000,2026.0
c2_10_9,C2,TABU,44,45671.9945,90.7356,True,1000,1000,2026.0
r1_10_1,R1,TABU,103,75243.3842,90.2427,True,1000,1000,2026.0
r1_10_10,R1,TABU,92,85669.9082,90.3733,True,1000,1000,2026.0
r1_10_2,R1,TABU,92,78770.7201,90.2376,True,1000,1000,2026.0
r1_10_3,R1,TABU,92,86848.9349,90.6501,True,1000,1000,2026.0
r1_10_4,R1,TABU,92,92217.8816,90.2073,True,1000,1000,2026.0
r1_10_5,R1,TABU,97,77848.6018,90.3249,True,1000,1000,2026.0
r1_10_6,R1,TABU,92,74807.9396,90.151,True,1000,1000,2026.0
r1_10_7,R1,TABU,92,85402.1793,90.4155,True,1000,1000,2026.0
r1_10_8,R1,TABU,92,96658.7394,90.6053,True,1000,1000,2026.0
r1_10_9,R1,TABU,94,79451.6149,90.5995,True,1000,1000,2026.0
r2_10_1,R2,TABU,21,68377.4689,90.2806,True,1000,1000,2026.0
r2_10_10,R2,TABU,19,65100.5986,90.3696,True,1000,1000,2026.0
r2_10_2,R2,TABU,19,57076.9917,90.1888,True,1000,1000,2026.0
r2_10_3,R2,TABU,19,47808.5776,90.4566,True,1000,1000,2026.0
r2_10_4,R2,TABU,19,40399.4521,91.4981,True,1000,1000,2026.0
r2_10_5,R2,TABU,19,63771.8589,91.7539,True,1000,1000,2026.0
r2_10_6,R2,TABU,19,61354.7892,90.5018,True,1000,1000,2026.0
r2_10_7,R2,TABU,19,52700.4722,90.9275,True,1000,1000,2026.0
r2_10_8,R2,TABU,19,41839.6147,91.4523,True,1000,1000,2026.0
r2_10_9,R2,TABU,19,64596.7171,90.2111,True,1000,1000,2026.0
rc1_10_1,RC1,TABU,94,59669.8039,90.2879,True,1000,1000,2026.0
rc1_10_10,RC1,TABU,93,58151.7227,90.2001,True,1000,1000,2026.0
rc1_10_2,RC1,TABU,91,69203.3646,90.463,True,1000,1000,2026.0
rc1_10_3,RC1,TABU,91,75629.567,90.6093,True,1000,1000,2026.0
rc1_10_4,RC1,TABU,90,83643.2804,90.1956,True,1000,1000,2026.0
rc1_10_5,RC1,TABU,94,59732.0471,90.6163,True,1000,1000,2026.0
rc1_10_6,RC1,TABU,94,58825.5527,90.1615,True,1000,1000,2026.0
rc1_10_7,RC1,TABU,92,61393.7261,90.4693,True,1000,1000,2026.0
rc1_10_8,RC1,TABU,95,58161.1586,90.2411,True,1000,1000,2026.0
rc1_10_9,RC1,TABU,95,59755.088,90.165,True,1000,1000,2026.0
rc2_10_1,RC2,TABU,28,45673.7256,90.7823,True,1000,1000,2026.0
rc2_10_10,RC2,TABU,19,39081.1898,90.2514,True,1000,1000,2026.0
rc2_10_2,RC2,TABU,24,39360.9044,90.0568,True,1000,1000,2026.0
rc2_10_3,RC2,TABU,21,29786.7588,90.3731,True,1000,1000,2026.0
rc2_10_4,RC2,TABU,18,25849.3806,91.566,True,1000,1000,2026.0
rc2_10_5,RC2,TABU,23,44020.1485,90.2807,True,1000,1000,2026.0
rc2_10_6,RC2,TABU,23,36498.163,90.0417,True,1000,1000,2026.0
rc2_10_7,RC2,TABU,21,33996.4095,90.3854,True,1000,1000,2026.0
rc2_10_8,RC2,TABU,19,36863.6858,90.5632,True,1000,1000,2026.0
rc2_10_9,RC2,TABU,20,38844.7119,92.0305,True,1000,1000,2026.0
